price,bedrooms,bathrooms,floors
272000,4,2.25,2
535000,3,2.5,2
216500,2,1,1
325000,3,2.5,2
420200,3,1.75,1
258000,3,1.75,1
450000,3,2,1.5
720168,4,2.25,2
652000,3,2,1.5
569500,4,2.5,2
411000,4,1.75,1
524950,3,1.75,1
153000,2,1,1
775000,3,2.5,2
338500,4,2.5,2
570000,3,1.75,1
653000,3,2,1
435000,2,2.5,2
207000,2,1,1
540000,2,1,1
386000,4,2.25,2
265000,5,2.25,1.5
250000,3,2.25,2
1697000,3,2,2
455000,4,2.5,2
1795000,4,3.25,2
759000,3,2,1
970000,4,2.75,2
280000,1,0,1
690000,3,2.25,1
789900,3,2.5,1
447500,2,1,1.5
440000,4,2.25,1
278000,3,2,1
980000,5,2.5,1.5
245000,3,2.75,1
287000,3,1.5,1
435000,3,1.75,1
585000,3,2.5,2
616000,4,1.75,1
203000,3,1.75,1
860000,4,2.75,2
833000,4,2.5,1
565000,4,2.75,2
572500,3,2.5,2
254000,4,2,1
1525000,4,4.25,3
900000,4,3,2
899000,3,2.5,2
560000,3,2,1
512500,3,1.75,1
775000,4,2.5,1.5
200000,2,1,1
172000,3,1,1
219900,3,1,1
641200,3,1,1
473000,5,3.25,2
540000,3,1.75,1
295000,2,1,1
370000,3,1,1
1727000,4,2.25,1.5
275000,3,1.5,1
89000,3,1,1
175000,2,1.75,1.5
490000,3,2.5,1
342400,3,2.25,2
345000,3,1,2
399000,2,1,1
550000,4,2.5,1
652450,3,2.25,1
438000,2,2.25,1
605000,3,1.75,1
395000,4,2.5,1
449950,3,2,2
651100,4,2.5,2
241000,3,1,1
3418800,5,5,2
268500,2,1.5,1
200000,2,1,1
400375,4,1.75,1
429000,2,1.75,1
230000,3,1,1
1200000,4,2.25,2
314200,1,1,1
513000,4,2.5,1
535000,2,1,1
420000,6,3,2
345950,3,2.5,2
483500,3,2,1
695000,4,2.25,2
295000,4,2.5,2
434975,3,2.25,1
513000,3,2.5,2
360000,3,1.75,1
234900,3,1,1
963000,4,3.5,2
595000,2,1.5,1
942500,4,3.25,2
1029000,4,3.25,2
350000,3,1,1.5
416500,4,2,2
209900,3,1,1.5
802000,3,1.75,1.5
230000,4,1.5,1
489000,3,3,2
497000,3,1.5,1
250000,3,2.25,1
925000,3,3,2
390000,4,2.5,2
415000,3,2.75,1
785000,3,2,1
575000,3,2,1.5
170000,2,1,1
750000,4,1.75,1
230000,3,1,1
855000,4,3,2
235000,3,1,2
335000,2,1,1
1195000,5,3,2
677000,4,2,1.5
575000,3,2,2
450000,2,1,1
817250,3,2.5,2
440000,4,2.25,1
526000,2,2,1.5
762500,3,2.25,2
325000,4,2.5,2
840000,4,3.5,2
377500,2,1,1
212500,3,1.5,1
749400,4,2.5,2
663000,3,2.5,1.5
1476000,3,2.25,2
261000,3,1,1
515000,4,2.5,2
410000,3,2.25,2
336000,3,2.25,1
440000,2,1,1
908950,4,2.75,2
554000,2,1,1
387000,3,2.25,2
268643,4,2.25,2
514000,3,1.75,1
420000,2,1.75,2
199000,3,1.75,1
225000,3,1,1
320000,4,2.5,2
204995,2,1,1
376000,3,2,2
705000,4,2.75,2
725995,4,2.5,2
285000,4,2.5,1
285000,4,2.5,2
731000,4,2.5,2
1564350,4,3.75,2
510000,4,2.5,1
620000,2,1,1
1110000,3,4,2
796000,4,3.5,2
255000,3,1.5,1
807000,3,2.5,2
315000,4,2.5,2
637000,3,2.25,2
2725000,4,4.25,2.5
490000,3,2,1
253000,3,1.75,1
325900,4,2.5,2
425000,2,2,1
215000,4,2.5,2
315000,4,2.5,2
724800,3,2,1
295000,2,1,1
509007,3,1.75,1
306000,5,2,1.5
205000,3,1.75,1
275000,3,1.5,1
685000,3,1.75,1
465000,4,2.5,1
560000,4,2.25,1
458500,3,1.75,1
354000,3,1,1
441000,3,2.5,2
194000,3,1.75,1
316500,4,2.5,2
524950,3,1.75,1.5
1052000,3,2.25,2
925000,4,2.25,2
780000,3,1.75,1.5
241000,2,2,2
519000,3,2.75,1
286000,2,1,1
400000,3,2,1
255000,2,1,1
152000,3,1.75,1
599000,4,2,2
330000,4,2.5,2
461000,2,1,1
620000,5,2.5,2
352500,4,2.5,1
435000,3,2,1
725000,5,2.75,2
300000,3,1,1
252000,3,2.5,2
464625,4,2.75,1
340000,3,1,2
1325000,4,2.25,1.5
455000,5,2,1
495000,4,3.5,2
925000,4,2.5,2
587000,4,2.75,2
524000,3,1.75,1
1030000,4,2.5,2
176000,2,1,1
249900,2,1,1
499500,3,2.5,1.5
600000,5,3.5,1
294000,4,2.5,2
272000,4,2,1
390000,3,2.5,2
700000,4,2.5,1
635000,5,2.75,2
920000,4,1.5,2
500000,3,1.75,1
263500,2,1,1
975000,4,2.25,2
575000,3,2.5,2
822000,4,2.5,2
300000,3,1,1
487600,4,2.5,2
500000,4,2,1
680000,2,2,3
419000,3,2.5,2
450000,4,1.75,1
650000,5,1.75,1.5
550000,3,1.75,1
330000,4,2,1
282510,4,1,1.5
2385000,4,4,2
230000,2,2,1
750000,4,1.75,2
321000,4,2.5,2
2196000,4,3.25,2
245000,4,2,1
510000,2,1,1
751000,4,3.25,2
675000,4,2.5,2
295000,3,1.75,1
312000,2,1,1
730000,3,3,2
762500,5,3.5,2
150000,3,1,1.5
270000,3,1,1
400000,4,2,1
650000,3,2.5,2
530000,2,1.5,1
248000,3,1,1
760000,4,3.5,1
199000,4,1,1.5
240000,2,1,1
415000,3,1.5,2
228000,3,1,1
525000,4,2.5,1
399950,3,1.75,1
781000,4,2.5,2
827000,3,2.5,2.5
525000,5,2.25,1.5
671300,4,2.5,2
175000,2,1,1
1100000,5,2.75,1
800000,5,2.5,1
329950,4,2.5,2
445000,4,3.25,2
237000,3,1.75,1
1112500,6,4,2
438900,4,2.5,2
1280000,9,4.5,2
600000,4,2.5,2
670000,4,2.5,2
519000,2,2,1
320000,3,2.25,1
270000,2,1.5,2
1000000,3,2.5,2
330000,1,1,1
657500,3,2,1
450000,3,1.75,1
150000,3,1,1.5
792500,4,2.5,2
540000,3,2.5,2
229900,3,1,1
533000,4,2.5,2
239000,4,1.75,1
713900,3,2.5,1
427500,4,2.5,2
302000,3,1,1.5
1150000,3,2.5,2
555000,3,2.5,2
495000,3,2.25,2
495000,3,1.5,1
340000,2,0.75,1
464950,4,2.25,1
320000,4,2.5,2
440000,1,1,1
686000,3,1.5,2
555000,4,1.75,1
361500,2,1,1
1240000,5,3,2
154950,4,1,1
247200,3,1.75,1
250000,3,2.25,1
590300,3,1.5,2
541125,5,2.75,1
310000,2,2.5,2
704111,4,2.75,1
277500,3,2.25,1
325000,4,2.75,1
289200,3,2.25,2
185000,1,1,1
1445000,4,3.5,2
420550,4,2,1
603000,4,2.25,1
345000,3,1,1.5
650000,3,2,1
589950,5,3,1
309950,2,2.25,2
775000,3,2.5,1.5
590000,4,1.5,1.5
863500,4,3,2.5
517500,3,1,1
700000,3,3,1.5
699000,3,2.5,1
350000,3,2.5,2
795000,4,2.5,2
543000,3,2.5,1
325000,3,2.5,2
337500,3,1,1.5
425000,2,1,1
780000,3,2.5,1
259000,2,1,1
524400,4,1.75,1
260000,3,2,1
273000,2,2,2
639900,4,2.5,2
420000,4,2.5,2
510500,3,1,1
290000,4,1,1.5
226000,3,1.75,1
300000,2,1,1
407450,3,2,1
390000,4,2.25,1
1058800,6,2.75,1
610000,3,2.5,2
239975,3,2.5,1
375000,3,2.5,1
742500,4,2.5,2
450000,4,1.75,1
300000,3,2.25,1
216600,3,1.75,1
525000,3,1.75,1.5
455000,4,2.25,1
390000,4,2.25,2
450000,3,1.75,1
382000,4,1,1.5
287000,3,2.25,1
460000,4,2,1
435000,3,2.25,2
575000,2,1,1.5
626700,3,1.5,1
352000,4,1.5,1.5
650000,3,1,1
197000,3,1,1
340000,8,2.75,1
560000,3,2,1
354000,3,1.75,1
670000,4,2.5,2
769000,4,3.5,2
650000,4,2.5,1
650000,3,1.75,1
289950,4,1.75,1
300000,3,1.75,1
471000,4,1.75,1
639000,4,2.5,2
287000,2,1,1
740000,4,2.5,2
499922,3,2,1
675000,4,2.5,2
738515,5,2.75,2
445000,3,1.75,1
1039000,4,2.25,1
346000,2,1,1
450000,3,2,2
350000,4,2.5,1
2400000,4,3.5,2
594950,4,2.25,1
1695000,5,3,2
219000,2,1,1.5
450000,4,2.5,2
402000,4,2.25,2
275000,2,1,1
421500,3,1.5,1
560000,3,3,2
314000,3,1.75,1
287000,4,2,1
277000,4,1,1.5
337500,2,1,1
792000,4,2.75,2
435000,3,2.5,2
313100,4,2.5,1
575000,3,2.25,1.5
510000,4,2.5,1
299950,2,1,1
1028000,3,3,1
364000,4,1.75,1
335000,3,1,1
219950,3,1,1
215000,3,2,1
640000,4,2.5,2
535000,3,1,1
253000,4,2,1
650000,2,2.5,2
672000,3,2.25,1.5
606000,3,1.75,1
292000,3,2.25,1
289950,3,2,1
257500,4,1.5,1
380000,3,2.5,1
360000,3,1.75,3
269500,3,1.75,1
449000,4,2.5,2
375000,4,1.5,1.5
2200000,5,4.75,2
810000,4,2.5,2
994000,5,3.25,2
275000,5,2.25,1
300000,2,1,2
380000,5,2.5,2
200000,3,2,1
635000,3,3.5,3
280000,2,1,1
574000,3,2.5,2
1050000,4,1,1
545000,3,2.25,2
271950,3,1.5,1
630000,5,1.75,1
400000,2,1,1
334000,4,2.5,2
332500,4,2,2
525000,2,1.5,2
408000,3,2.5,2
846450,4,2.5,2
411100,3,1.5,1
409124,5,3.25,2
335950,2,1.5,1
480000,5,2.5,1
280000,2,1.75,1
668000,4,2.5,2
750000,4,2.5,2
394475,2,1,1
848000,5,1.75,2
675000,3,1.5,2.5
175000,3,1,1
560000,4,1.5,1
538888,5,2.75,2
359000,4,1.75,2
300000,3,2.25,2
273000,3,2.5,2
670000,3,2.5,2
530000,4,2.25,1
625000,3,1.5,1
248000,3,1,1
533000,3,2.5,2
549950,4,3.5,1
485000,4,1.75,1
353500,3,2.5,2
435000,2,1.75,1
241000,3,1,1
885000,4,2.75,1.5
799200,6,3,2.5
760000,3,2.5,1
270000,2,1,1
675000,4,1.75,1
499000,3,2.5,1
1202500,3,2.5,1.5
320000,4,2.5,2
890000,4,3.25,1
275000,4,2.75,1
490000,4,2.5,2
550000,3,2.5,1.5
390000,5,2,1
277000,3,2.25,1
236000,3,1.75,1
265953,3,1.75,1
545000,3,2.25,1
535000,3,2.5,2
1450000,3,2.75,1
490000,4,3,2
319950,4,2.5,1.5
625000,3,1.5,1
248000,3,1,1
475000,3,1.75,1
410000,6,2.75,1
670000,3,2.5,3
430000,3,2.5,2
313000,2,1,1
950000,3,3.25,2.5
751750,2,2,1.5
760000,4,2.5,2
310650,3,1.75,1
367500,4,3,2
580000,4,2.5,2
580000,3,2.25,1.5
665000,4,2.5,2
239950,3,2.25,2
470000,4,2.5,2
733000,3,1.75,1
250000,4,2,1
402000,4,1.75,1
295000,5,3.5,2
355000,5,2.5,1
289000,3,1.5,1
376000,3,2.25,2
212700,2,1,1
325000,3,1.75,1
415000,4,2.5,2
935000,3,2.5,1
372000,3,2.5,2
240000,3,1.5,1
334950,3,1.75,1
426500,4,2.5,2
430000,2,1.75,1
400000,3,1.5,1
455850,3,2.25,1
1965220,4,3.5,2
400000,3,1.75,1
397500,3,1,1
755000,3,2.5,3
287000,5,1.5,1
480000,4,2.5,2
490000,3,2.5,2
365000,3,2.5,2
260000,3,2.5,2
505000,4,1,1.5
260000,2,1,1
430000,2,1,1
905000,4,2.5,2
440000,3,2,2
439500,4,1,1.5
270000,3,2,1
306500,3,2.5,2
380000,3,2,2
215000,4,1.75,1
299900,2,1,1
1450000,4,3.5,2
239950,3,1,1.5
494000,4,2.5,1
317500,4,1.5,1
670000,4,2.5,2
650000,3,2.5,2
852000,4,2.5,2
250000,2,1.5,2
264950,3,1.5,1
582500,2,2,1
384000,3,2.5,2
817000,3,1.5,1.5
320000,4,1.75,1
445800,4,2.25,1
263300,2,1,1
215000,3,1,1
842500,5,4,1.5
850000,5,4,1.5
386000,5,2.5,2
251100,4,2.5,2
435000,3,1.75,1
870000,4,4,2
800000,6,1,2
555000,3,1.75,1
280000,2,1,2
356000,3,1,1
675000,4,2.5,2
605000,4,2.25,2
690500,5,2,1.5
437000,2,1.75,1
850000,5,2,1.5
350000,4,2.25,1.5
480000,2,2.25,1.5
379500,3,2.25,2
600000,5,4.5,2
1436000,4,3.5,2
303000,2,1.5,2
800000,4,2.5,1
549000,2,2,1.5
324950,3,2.5,1
170000,2,1,1
178000,3,1,1
144000,3,1,1
1580000,4,2.75,1
258000,2,1,1
345000,3,1.75,1
470000,3,1.75,1
2903000,5,2.5,2
350000,3,1.5,1
225500,2,1.75,1
473000,2,1,1
279000,3,1.75,1
470000,3,1,1
565000,3,1.75,1
695000,3,2,1
315000,3,1.75,1
529000,3,2.5,2
750000,5,3.75,1.5
481500,3,2.25,2
211000,3,2,1
455000,3,2.25,1
238950,2,1,1
722500,4,3.5,2
795000,4,2.5,1
327500,4,2.25,2
585000,4,3,2
775000,4,2,1
645000,4,2.5,2
445000,4,2.75,1
257950,3,1.75,1
375000,5,1.75,1
245000,3,2.5,2
725000,3,2.5,2
702000,4,2.5,2
330000,3,1.75,2
940000,3,1.5,1.5
354500,3,1,1.5
279950,4,2.75,1.5
284000,3,2.25,1
480000,5,2,1
647500,5,2,1
625000,3,2.5,2
152000,3,1,1
322000,3,1,1
445000,3,1.75,1
595000,3,1,1.5
165000,3,1,1
278500,4,2.5,2
517500,3,1.75,1
343566,2,1,1
286285,4,2.25,1
474905,4,1.5,1
550000,3,1.75,1
286000,4,2.5,2
900000,3,3.25,1
449950,3,2.25,2
259000,4,1.5,2
340000,3,2.25,1
785000,4,2.5,2
490000,2,1,1.5
344950,4,2,1
950000,3,2,2
810000,4,1.75,1
998160,2,2.5,1
377000,3,1.75,1
595000,3,2,1
313300,2,1,1
360000,5,1.75,1.5
188000,3,1.75,1
755000,3,2.5,1.5
1289000,5,3.5,2
455000,3,1,2.5
817500,5,3.5,2
550000,3,2.25,3
260000,3,1.75,1
320000,3,2,1.5
1153000,3,3.25,1
362000,4,2.5,1
503500,3,2.5,2
653000,3,2.5,2
760000,4,2.75,2
775000,4,1.75,1
1339000,4,3.75,1.5
417500,5,1.75,1
525000,3,1.5,1
217000,2,1,1
525000,4,2.75,1
442500,4,2.25,1
525000,4,1.75,1
425500,4,1.75,1
710000,3,2.75,2
545000,4,3,1
410000,5,2.75,1.5
245000,3,2.25,1
194900,2,1,1
284000,4,2.5,2
280000,2,1.75,1.5
280000,3,1.75,1
360000,4,2,1
405000,2,1,1
865000,4,2.5,2
483300,4,2,1
355000,4,2.5,2
274950,3,2.25,1
1925000,3,4.5,2
755000,3,3.25,2
1940000,4,5.75,2
309212,3,1.75,1
219950,3,2.25,1
690000,3,2.5,1.5
250800,3,1.75,1
557500,3,2,1
941000,4,1.75,1.5
3650000,6,4.75,1.5
305000,4,2.75,1
815000,4,1.5,1
1015000,3,2.5,1
1240000,4,3,1.5
535000,3,2.5,2
775000,3,1,1
255000,3,2,1
327000,2,1,1
560000,4,2,2
1339000,4,3.5,2
199500,3,1.75,1
760000,4,2.5,2
439000,3,2.25,3
527000,4,2.25,1
199950,3,2.75,1.5
254000,3,2.25,2
393000,2,1,1
585000,5,2.25,1
450000,2,2,1
565000,2,1.75,1
330000,5,2.25,1
870000,3,2,1.5
585000,4,2.5,1
500000,3,2.5,2
225000,3,2,1
295000,3,2,1
775000,3,2.75,1
280000,3,1,1
539000,3,2.5,1.5
567500,3,1.75,1
442500,4,2.25,1
598200,5,3.75,3
610000,4,2.5,2
544900,3,2.5,2
557500,4,2.5,2
532500,3,2.5,1
1350000,4,3.25,2
750000,3,2,1
530000,3,2.5,2
346100,3,2.5,2
260000,4,2.25,2
365000,3,1.75,1
615000,3,2,1
318400,4,2.5,2
498500,4,2.5,2
450000,3,1.75,1
200000,3,2,1
234000,3,1,1
121800,2,1,1
805000,3,2.75,1.5
410000,4,2.25,1
475000,3,2.5,2
1337500,4,2.5,2
269000,1,1,1
573000,4,2.25,2
330000,3,2.5,2
252750,4,1,1.5
745000,2,2.5,1
280000,3,2,1
535000,4,2.5,1
580000,4,1.5,1
301000,3,1.75,1
600000,4,1.75,1
538900,5,3,2
366000,3,2.5,2
303000,4,2.5,2
432000,3,2.25,2
300000,2,1.5,1
908800,3,3,2
500000,3,1.5,1
254000,5,2,1
470000,5,1.5,1.5
480000,3,2,1
536000,3,1.75,1
1349000,4,3.5,2
550000,3,2.25,1
260000,3,1.75,1
284900,2,1.5,2
740000,3,2.5,2
425000,2,1,1
230000,3,1,1
675000,3,1.5,2
267500,3,1.75,1
814000,4,2.5,1
1250000,4,3,1.5
460000,3,2,1
445000,3,2.5,2
715000,3,2.5,2
425000,3,1.75,1
370000,4,2.5,2
302000,2,1.75,1
453000,4,1.75,1
290000,3,1.75,1
1035000,4,2.5,2
925000,4,2.25,1
600000,3,1.75,1
354000,3,1.5,1
204950,4,1.75,1
675000,4,2.5,2
995000,4,3.25,2
800000,5,2,1
472500,3,2.5,2
549950,4,2.5,1
575575,3,1.75,1
545000,4,3.25,1
340000,3,2.25,1
225000,3,1,1
299950,2,1.75,1
829900,4,3.5,2
340000,4,2.5,2
515000,4,2.25,1
601000,4,2.5,2
470000,3,2.5,2
371500,3,1,1
550000,3,1.75,1
242550,4,2.5,2
367500,3,1.5,1
359000,4,3.5,2
204900,3,2,1
850000,4,2.75,1
187000,3,1.5,2
326000,3,2.75,1
340000,3,2.75,1
330000,6,2.25,1
782000,4,3.5,2
612000,4,2.5,2
400000,3,2,1
941500,5,3.5,2
313000,2,1.5,2
735000,4,2.25,1.5
471000,3,1.75,1
350000,3,1,1
530000,4,2.5,1
415000,4,3,2
639500,4,2.25,2
580379,4,2.75,1.5
378000,2,2.5,2
265000,3,2.25,1
212000,3,1.75,1
400000,4,3,2
750000,4,2.5,2
384900,5,2.5,1
176000,2,1,1
350000,3,2.75,2
168000,3,1,1
358000,4,2,1
580000,3,2.75,1
442500,3,1.75,1
515000,2,2.5,3
554000,5,2.5,1
659000,3,2.5,2
414999,4,2.5,1
275000,3,1.5,1
193000,2,1,1
525000,4,2.5,2
424000,3,2.5,2
455000,2,1,1
463000,2,1,2
1100000,4,2.5,1
523000,3,1.75,2
615000,4,1.75,1
1515000,4,4,2
870000,5,4,2
710000,3,2.5,2
215000,3,1,1
590000,2,1,1
323000,5,2.5,1
279000,4,2,1.5
535100,3,2.25,1
830000,5,2.25,1
815000,4,2.5,2
535900,3,2.25,1
230000,3,1,1
325500,4,1.75,1
359000,3,2.25,2
505000,3,2.5,2
253905,3,1,1
369950,3,1.75,1
350000,3,2.25,2
650000,4,2.25,3
295000,3,1.75,1
620000,3,1.75,1
1998000,2,2.5,2
246000,3,1,1
430000,3,2.75,1
509990,3,2,2
490000,4,1.75,1
385000,4,2.75,1
769000,4,2.5,2
185000,2,1,1
303500,3,1.5,1
468000,4,2.5,1
449950,4,2.5,2
235000,2,1.5,2
520000,4,2.5,2
203000,2,1,1
657000,5,2.5,1
275000,3,1,1
540000,4,2.25,2
455000,4,2.5,2
458500,2,1.75,1
549900,4,3.5,2
750000,3,1.75,2
235000,4,1.75,1.5
286000,4,2.5,2
2650000,4,3.5,2
602000,4,1.75,1
640000,3,1.5,1.5
267000,3,1.75,1
712000,4,2.5,2
244500,2,1,1
301000,2,1,1
990000,4,2.5,2
739999,4,2.75,2
480000,4,1.75,1
305000,3,2.5,3
703300,3,2,1.5
265000,4,1.5,2
600000,4,2.5,2
253000,3,1,1
617950,4,2.5,2
385000,4,3.25,2
319000,3,2,1
696000,3,2.5,1
345000,2,1,1
380000,3,2.5,3
647500,4,1.75,1
725000,3,2.5,2
269950,3,1.75,1
875000,4,2.5,2
299950,3,1,1
1875000,4,3.25,2
430000,2,1,1
495000,5,2.5,2
275000,3,1.5,1
333000,3,1,1
247000,3,2.25,2
204555,3,1.75,1.5
432000,3,2,1
175000,3,1.75,1
556300,4,2.5,1
286000,2,1,1
320000,2,1.5,3
815000,3,2.5,2
385000,4,1.75,1
1039000,4,1,2
350000,4,2.25,2
277000,4,2.5,2
415000,6,2,1
295000,3,1,1
969000,4,2,2
339888,4,1.75,1
269950,3,2.25,2
1185000,3,2.5,2
780000,4,2.5,2
198000,3,1,1
350000,2,1,1
350000,3,1,1
319000,4,2.25,2
311000,4,2.25,2
394000,5,3.25,2
1335000,5,2.25,2.5
2700000,5,2.75,2
396000,3,1,1
809000,4,1.75,1
480000,3,2,1
535000,6,1.75,1
425000,5,2.75,2
408000,3,2.5,3
1255000,4,2.5,2
310000,1,0.75,1
292000,3,2.5,2
217000,2,1,1
398500,4,2.5,2
2250000,3,3,1.5
700000,4,1.75,1
585000,4,2.5,2
399950,3,1,1
235000,3,1.75,1
212000,3,1,1
310000,3,2,1
539000,3,2,1
390000,3,3,2
560000,3,2.5,1
800000,5,2.5,2
1900000,4,3.25,2
472000,5,2,1
502550,3,1.75,1
830000,4,3.25,2
224950,4,2.5,1
375000,3,2.5,2
645000,3,2.5,1.5
599000,3,2.75,1.5
515000,4,2.5,2
135000,2,1,1
485000,3,2.5,2
890000,3,3.25,2
215000,3,1,1
299500,3,1,1
800000,2,1,1
275000,3,2.5,2
256400,3,1.5,1
310000,2,1,1
385000,1,1,1
203000,3,1.5,1
285000,4,2,1
473975,3,2.5,2
320000,3,1.75,1
599000,5,2.75,1
580000,3,2,1
269500,4,2.25,2
274000,2,1,1
347000,2,1.75,2
270000,3,1.75,1
1430000,3,2,1
220000,3,1.75,1
243000,3,1,1
457500,3,1.75,1
340000,2,1.75,1
657500,4,1.5,1.5
332500,4,2.5,2
340000,3,2,1
350000,4,3,1
428000,4,2.5,1
515055,4,2.5,2
450000,3,1.75,1
190000,3,1,1
1000000,4,2.75,3
299000,3,2.5,2
508000,2,1,2
294000,4,2.25,2
320000,2,1,1
641000,5,2.75,2
675000,3,2.5,1
255000,3,1.5,1
286651,3,2.5,2
607500,4,2.5,1
765000,3,1,1
334950,4,1.75,1
426000,3,1,1
775000,3,1.75,1.5
343000,2,1.5,1
470101,4,2.5,2
195000,3,1.5,1
772500,4,1,1.5
450000,3,1.5,1
1437500,4,3.75,3
525000,4,1.75,1
280000,3,1.5,2
270000,3,2.5,1
406100,3,2.25,3
332544,2,1.75,1
110000,2,1,1
685000,6,2.25,1.5
461000,4,1,1.5
615000,3,2.25,1
550000,2,1,1
1060000,4,3.5,2
685000,3,2.5,2
1555000,5,2.5,2
312000,4,2.5,2
507500,3,1.75,1
217000,3,1,1
439000,3,2.25,1
620000,6,3.5,2
915000,4,2.5,2
425000,4,2,1
435000,2,1,1
305000,3,2.25,2
276000,2,1,1
327500,3,2.25,2
810000,3,2.5,2
715000,3,3.25,2
272000,3,1.5,1
266000,2,1,1
543000,3,1.5,2
400000,3,2.5,1
509500,5,2.25,1
495000,3,3.5,2
424950,4,2.5,2
230000,3,1,1
235000,4,1.5,1.5
763000,3,2,1
350000,3,1.75,2
900000,3,1.5,2
250000,3,1,1
225000,3,2.5,2
255000,2,2,1
161700,4,1.75,1
336000,3,3,1
410500,3,1,1
502700,4,3.5,2
505000,3,2.5,1
250000,3,1,1.5
570000,3,1,1.5
349900,4,2.5,2
465000,3,2.5,2
625000,4,3.25,2
655000,3,1.75,1
469000,4,1.75,1
355000,3,2.25,1
596000,3,2.5,2
790000,4,2.5,2
885000,4,2.25,2
1030000,4,3.25,2
710000,4,1.75,1
428040,3,2.5,2
1370000,5,2.25,1
546000,2,1,1
540000,4,1,1.5
435000,3,2.5,1
540000,4,2.25,1
284000,2,1,1
208000,2,1,1
315000,3,1.75,1
417500,2,1,1
345000,3,1.75,1
375000,3,2.5,3
389800,3,1.75,1
475000,3,1.75,1
569000,4,2.25,2
985000,5,4.25,2
532000,3,2.5,2
280000,2,1,1
435000,4,2,1
223000,3,1,1
390000,2,1,1
315000,3,1.75,1
612000,3,3,1
591000,3,1.75,1
800000,4,2.25,2
225000,3,2,1
589900,2,3,2
565000,4,2.5,1
650000,3,1.5,1
499000,3,2.5,2
280000,3,1,1.5
649950,3,2.5,1
420000,3,1.75,1
319990,4,2.5,2
265000,3,2,1
482000,3,1.75,1
452000,3,2.25,1
1488000,4,4.25,2
375000,2,1,1.5
588000,5,3,2
635000,4,2.5,2
280500,4,2.5,2
210500,2,1.75,1
196500,3,2,1
1395000,5,3.5,2
475000,3,1.75,1
550000,3,2.5,2
1580000,3,3.25,2
240000,3,1.75,1
272000,3,1,1.5
408506,3,2.75,1.5
640000,3,2.5,2
316000,4,2.5,2
299000,4,2,1
447500,2,2.25,2
736500,4,2.5,2
665000,4,2,2
707000,5,2.5,1
215000,4,1.75,1
275000,3,2.25,2
648000,4,2.25,2
415000,4,2.5,2
690000,3,2,3
320000,4,2.75,1
750000,3,1.75,1
355000,3,2.25,3
246000,3,1.75,1
1155000,3,1.75,1
744000,3,2.5,2
1210000,3,3.75,2
217000,3,2,1
583000,3,2.5,2
515000,2,1.5,1
594000,4,1.75,1
303100,3,1.5,1
430000,3,1.75,1
708000,5,3.25,2
221000,3,1,1
325000,3,2.5,2
1295650,0,0,2
385000,3,1.75,1
359500,3,2.5,2
433000,3,2,1
525000,2,1,1
356200,3,2,1
595000,4,2,1
560000,4,1.5,1
2175000,4,3,1.5
513000,4,2,1
365000,2,1,1
368000,4,1.75,1
870000,4,2.75,1.5
225000,3,2.25,1
1387000,4,4.5,2
177000,3,1.75,1
465000,3,1.5,1
750000,4,2.75,1
149000,3,1,1
605000,3,2.5,2
725000,3,2,1.5
413900,4,2.25,2
199950,3,1.5,1
400000,1,1,1
870000,3,1.5,2
292000,5,2.5,1
225000,3,1,1
466750,4,2,2
330000,2,1.5,1
770000,7,2.25,2
802500,4,2.25,1
378800,5,2.5,2
795000,3,2.75,2
460000,3,2,1
567000,3,2.5,2
209950,3,1.75,1
415000,2,1,1
424500,4,1.5,1
261000,2,1,1
365000,3,2.5,2
631000,4,2,1.5
3800000,5,5.5,1
584000,3,2.5,2
310000,3,1.75,1
717000,4,2.5,2
667000,3,1.5,2
190000,3,1,1
430000,3,2,1
213000,2,1,1
475000,3,2.5,1
649000,2,2.75,2
715000,3,2.5,2
845000,4,3.5,1
390000,3,2.5,1
390000,4,3,1
328000,4,1.75,1
239999,3,2.75,1
225000,3,2,1
920000,3,1.75,1
940000,4,2.75,2
465000,3,1,1
241000,3,2,1
307550,4,2.5,2
490000,4,2.5,1
647000,4,2.5,2
780000,4,2.75,1.5
517500,3,2.5,2
295000,3,2,1
560000,4,1.5,2
319450,5,2,1.5
1500000,4,3.25,2
340000,4,3,1
249950,3,1,1
499950,3,1,1.5
1038000,4,1.75,1
750000,4,2.5,1
875000,4,2.5,2
678000,3,1.75,1
360000,2,1,1
354900,3,1,1
632000,5,2.5,1
350000,3,1.75,1
990000,3,4,2
1650000,4,3.25,3
481000,4,2.5,2
485000,3,2.5,1
477000,3,2.5,2
560000,5,2.5,1
600000,6,3,1
622500,5,2.75,2
410000,2,2.25,2
318200,3,2.5,2
289000,3,2,1
263000,3,1.75,2
240000,3,1,1
281500,3,1,1
587206,3,3.5,2
482000,2,2.25,2
485000,3,1.75,1
309000,3,2.5,2
221000,3,2.25,1
700000,3,2.5,2
411500,5,3,1
285000,4,3.5,2
395000,4,3,1
237950,2,1.75,1
680000,3,2.5,1
199950,2,1,1
765000,4,3.5,2
515000,2,1,1
470000,3,1.5,1
330000,2,1,1
284000,3,2.5,1
295000,3,2.5,1
555000,4,2.5,1
350000,3,1,1.5
240000,3,2.25,1
419900,3,1.5,1
528000,3,2,1
481000,4,2.5,1
304700,2,1,1
715000,4,2.5,2
738950,4,2.75,1
215000,3,1.5,1
300000,6,2,1
346000,3,1.75,1
